orig_index	sentence	label
646	of the holiday box office pie	1
647	inexpressible and drab wannabe	0
648	the hail of bullets , none of which never seem to hit	0
649	like an extended , open-ended poem than a traditionally structured story	1
650	's about as convincing as any other carnie musclefest , but has a little too much resonance with real world events and	0
651	to hate	0
652	to be mesmerised	1
653	the people who loved the one thousand, nine hundred and eighty-nine paradise will prefer this new version	1
654	a lot of energy	1
655	for its success on a patient viewer	1
656	while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .	1
657	this may be burns 's strongest film since the brothers mcmullen .	1
658	turned down	0
659	timely , tongue-in-cheek	1
660	undramatic	0
661	the pile of useless vacationers	0
662	morton deserves an oscar nomination .	1
663	weirdly engaging and unpredictable character pieces	1
664	efficiency and an affection for the period	1
665	manages to accomplish what few sequels can -- it equals the original and in some ways even betters it	1
666	does not work .	0
667	it is in't merely offensive	0
668	tell a story about the vietnam war before the pathology set in	1
669	it irrigates your souls .	1
670	a hint of humour	1
671	with a big heart	1
672	a rollicking adventure for you and all your mateys , regardless of their pages	1
673	its most immediate and most obvious pleasure	1
674	there are laughs aplenty , and , as a bonus , viewers do in't have to worry about being subjected to farts , urine , fees , semen , for any of the other foul substances that have overrun modern-day comedies	1
675	one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .	1
676	made a decent ` intro ' documentary	1
677	makes us see familiar issues , like racism and homophobia , in a fresh way .	1
678	the film goes right over the edge and skills every sense of believability	0
679	a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .	0
680	emotional seesawing	0
681	movies with the courage to go over the top and movies that do in't care about being stupid	1
682	target audience has in't graduated from junior high school	0
683	this intricately structured and well-realized drama	1
684	embracing	1
685	the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire	0
686	a meditation on faith and madness , frailty is blood-curdling stuff .	1
687	a pretty listless collection	0
688	other than its oscar-sweeping franchise predecessor	1
689	almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in	1
690	have been called freddy gets molested by a dog	0
691	moody male hustler	0
692	uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels	0
693	the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally will	1
694	which is mostly a bore	0
695	an entertaining mix of period drama and flat-out farce that should please history fans	1
696	suspect that you 'll be as bored watching morvern collar as the characters are in it .	0
697	the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .	1
698	love this movie	1
699	. the efforts of its star , kline , to blend some dignity to a dumb story are for caught .	0
700	flat as the scruffy sands of its titular community	0
701	liberal doses of dark humour , gorgeous exterior photography , and a stable-full of solid performances	1
702	is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary are-credit sequence designed to give some of the characters a ` back story	0
703	works smoothly	1
704	with a creepy and dead-on performance	1
705	might want to take a reality check before you pay the full ticket price to see `` simone , '' and consider a add rental instead .	0
706	placed in the pantheon of the best of the swashbucklers	1
707	a satisfyingly unsettling ride	1
708	good a job as anyone	1
709	, smart and complicated	1
710	the intimate , unguarded moments of folks who live in unusual homes --	0
711	are pretty valuable these days	1
712	( i ) it 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is in't as funny as it should be .	0
713	that the only trip off that we were aware of	0
714	beautiful to watch and	1
715	accentuating	1
716	no quarter to anyone seeking to pull a cohesive story out of its two one/two - hour running time	0
717	a wonderful ensemble cast	1
718	endear	1
719	the truly funny bits	1
720	's that painful .	0
721	american beauty greeks	0
722	clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make one hundred and five minutes seem twice as long	0
723	without any of its sense of fun for energy	0
724	be the cat 's meow	1
725	's simply stupid , irrelevant and deeply	0
726	wonderland adventure , a stalker thriller , and	1
727	be part of	1
728	cinema history as the only movie never	1
729	comes from a renowned indian film culture that allows americans to finally revel in its splendour	1
730	accomplished oscar winners	1
731	of those underrated professionals who deserve but rarely receive it	1
732	we find ourselves surprised at how much we care about the story	1
733	an all-time low	0
734	enjoyed it just	1
735	reacting to it - feeling a part of its grand locations ,	1
736	delivered with such conviction that it 's hard not to be carried away	1
737	colorful , vibrant introduction	1
738	the slow parade of human frailty fascinates you	1
739	famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the clické-riddled genre can offer .	1
740	a laugh between them	1
741	that gradually sneaks up on the audience	1
742	photographic marvel	1
743	is shockingly bad and absolutely unnecessary .	0
744	gets vivid performances from her cast and pulls off some deft rally mcbeal-style fantasy sequences .	1
745	the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood .	0
746	while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the cluster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy .	1
